pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
2175	a man riding on the back of a brown horse	a man riding on the back of a brown horse	0	NEUTRAL
2176	a small airplane sitting on top of a runway	a small airplane sitting on top of a runway	0	NEUTRAL
2177	a man standing in a kitchen preparing food	a man standing in a kitchen preparing food	0	NEUTRAL
2178	a man is cutting a cake with a knife	a man cutting a cake with a knife	0	NEUTRAL
2179	a traffic light on a pole on a cloudy day	a traffic light on a pole on a cloudy day	0	NEUTRAL
2180	a cat is sitting on a desk with a laptop	a cat is sitting on top of a book shelf	0	NEUTRAL
2181	a bunch of stuffed animals sitting on a shelf	a bunch of stuffed animals sitting on a shelf	0	NEUTRAL
2182	a woman is holding an umbrella in the rain	a woman is holding an umbrella in the rain	0	NEUTRAL
2183	a wooden bench sitting in the middle of a forest	a wooden bench sitting in front of a tree	0	NEUTRAL
2184	a box of food is sitting on a table	a pizza with a lot of vegetables on it	0	NEUTRAL
2185	a man standing on a boat in the water	a man standing on a boat in the water	0	NEUTRAL
2186	a room filled with lots of tables and chairs	a room filled with lots of tables and chairs	0	NEUTRAL
2187	a tennis player in a blue shirt is playing tennis	a tennis player in a blue shirt is playing tennis	0	NEUTRAL
2188	a dirty toilet in a bathroom with a toilet	a dirty toilet in a bathroom with a toilet	0	NEUTRAL
2189	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
2190	a tennis player in a blue shirt is playing tennis	a tennis player in a blue shirt is playing tennis	0	NEUTRAL
2191	a birthday cake with a UNK on top	a birthday cake with a UNK on top	0	NEUTRAL
2192	a baseball player swinging a bat at a ball	a baseball player swinging a bat at a ball	0	NEUTRAL
2193	a man sitting on the ground with a laptop	a man sitting on a bed with a laptop	0	NEUTRAL
2194	a fire truck is parked on the side of the street	a fire truck is parked on the side of the street	0	NEUTRAL
2195	a group of people walking down a street	a group of people walking down a street	0	NEUTRAL
2196	a train is parked at a train station	a train is parked at a train station	0	NEUTRAL
2197	a cat is sitting on the hood of a car	a cat is sitting on the hood of a car	0	NEUTRAL
2198	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
2199	a stop sign is on the side of a road	a stop sign is on the side of a road	0	NEUTRAL
2200	a red and white bus driving down a street	a red and white bus parked in front of a building	0	NEUTRAL
2201	a group of surfboards sitting on top of a table	a group of surfboards sitting on top of a table	0	NEUTRAL
2202	a group of motorcycles parked in front of a building	a group of motorcycles parked in front of a building	0	NEUTRAL
2203	a fire truck is parked on the side of the street	a fire truck is parked on the side of the street	0	NEUTRAL
2204	a computer keyboard and mouse on a desk	a computer keyboard and mouse on a desk	0	NEUTRAL
2205	a red fire hydrant in front of a building	a red fire hydrant in front of a building	0	NEUTRAL
2206	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
2207	a building with a sign on the side of it	a building with a sign on it	0	NEUTRAL
2208	a man in a suit and tie standing in a field	a man in a suit and tie standing in a field	0	NEUTRAL
2209	a city bus driving down a street next to a building	a city bus driving down a street next to a building	0	NEUTRAL
2210	a red and white truck parked on the side of a street	a red and white truck parked in a parking lot	0	NEUTRAL
2211	a black and white photo of a train station	a black and white photo of a train station	0	NEUTRAL
2212	a close up of an orange and a banana	a close up of an orange and a banana	0	NEUTRAL
2213	a group of people sitting around a living room	a group of people sitting on a couch	0	NEUTRAL
2214	a cow standing on the side of a street	a cow standing on the side of a street	0	NEUTRAL
2215	a traffic light on a pole with a street sign on it	a traffic light on a pole with a street sign on it	0	NEUTRAL
2216	a double decker bus driving down a street	a double decker bus driving down a street	0	NEUTRAL
2217	a desk with a laptop and a cup of coffee	a desk with a laptop and a cup of coffee	0	NEUTRAL
2218	a train is on the tracks in a rural area	a train is on the tracks in a rural area	0	NEUTRAL
2219	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
2220	a bunch of vegetables are on a table	a bunch of vegetables are on a table	0	NEUTRAL
2221	a bunch of items that are on a table	a sign that is on the side of a building	0	NEUTRAL
2222	a street sign on the side of the road	a street sign on the side of the road	0	NEUTRAL
2223	a young boy holding a baseball bat on a field	a young boy holding a baseball bat on a field	0	NEUTRAL
2224	a man standing next to a toilet in a bathroom	a man standing next to a toilet in a bathroom	0	NEUTRAL
2225	a man and a woman walking with a dog	a man and a woman walking with a dog	0	NEUTRAL
2226	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
2227	a car is stopped at a traffic light	a car is stopped at a traffic light	0	NEUTRAL
2228	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
2229	a teddy bear sitting on a table next to a UNK	a teddy bear sitting on a table next to a UNK	0	NEUTRAL
2230	a pizza sitting on top of a wooden cutting board	a pizza sitting on top of a wooden cutting board	0	NEUTRAL
2231	a street sign on the side of a building	a street sign on the side of a building	0	NEUTRAL
2232	an airplane is parked on the runway at the airport	an airplane is parked on the runway at the airport	0	NEUTRAL
2233	a sign that says UNK UNK on the side of a building	a sign that says UNK UNK on the side of a building	0	NEUTRAL
2234	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
2235	a traffic light on a pole on a city street	a traffic light on a pole on a city street	0	NEUTRAL
2236	a street sign with a building in the background	a street sign with a building in the background	0	NEUTRAL
2237	a city street filled with lots of traffic	a city street filled with lots of traffic	0	NEUTRAL
2238	a man riding a motorcycle down a street	a man riding a motorcycle down a street	0	NEUTRAL
2239	a sign that is on the side of a building	a sign on a brick wall in a garden	0	NEUTRAL
2240	a kitchen with a stove and a sink	a kitchen with a stove and a refrigerator	0	NEUTRAL
2241	a man riding a motorcycle down a street	a man riding a motorcycle down a street	0	NEUTRAL
2242	a stop sign with a street sign on top of it	a stop sign with a street sign on top of it	0	NEUTRAL
2243	a train on a track near a building	a train is parked on a train track	0	NEUTRAL
2244	a man and a woman holding a box of donuts	a man and a woman holding a box of donuts	0	NEUTRAL
2245	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
2246	a man is standing in front of a bunch of bananas	a man is standing in front of a bunch of bananas	0	NEUTRAL
2247	a street sign on a pole on a street	a street sign on a pole in front of a tree	0	NEUTRAL
2248	a woman is playing tennis on a tennis court	a woman is playing tennis on a tennis court	0	NEUTRAL
2249	a statue of a bear in a zoo	a statue of a bear in a zoo	0	NEUTRAL
2250	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
2251	a bus is driving down the street in the city	a bus is driving down the street in the city	0	NEUTRAL
2252	an airplane sitting on the tarmac at an airport	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
2253	a man riding a motorcycle down a street	a man riding a motorcycle down a street	0	NEUTRAL
2254	a woman walking down a street with a bus	a woman walking down a street with a bus	0	NEUTRAL
2255	a traffic light on a street corner in a city	a traffic light with a street sign on top of it	0	NEUTRAL
2256	a cat is sitting on a television in the living room	a cat is sitting on a television in the living room	0	NEUTRAL
2257	a pair of scissors and a UNK are on a table	a cell phone and a remote control on a table	0	NEUTRAL
2258	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
2259	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
2260	a city street with a double decker bus	a city street with a double decker bus	0	NEUTRAL
2261	a stop sign with a street sign on top of it	a stop sign with a street sign on top of it	0	NEUTRAL
2262	a man is riding a horse in a field	a man is riding a horse in a field	0	NEUTRAL
2263	a man standing in front of a microwave oven	a man standing in front of a microwave oven	0	NEUTRAL
2264	a close up of a cell phone on a desk	a close up of a cell phone and a keyboard	0	NEUTRAL
2265	a large truck parked in front of a building	a large truck parked in front of a building	0	NEUTRAL
2266	a group of people standing in front of a bus	a group of people standing in front of a bus	0	NEUTRAL
2267	a subway train is parked in a train station	a subway train is parked in a train station	0	NEUTRAL
2268	a cat sitting on a bike in the grass	a cat sitting on a bike in the grass	0	NEUTRAL
2269	a man riding a motorcycle down a street	a man riding a motorcycle down a street	0	NEUTRAL
2270	a small airplane sitting on top of a runway	a small airplane sitting on top of a runway	0	NEUTRAL
2271	a truck is driving down the street in front of a building	a truck is driving down the street in front of a building	0	NEUTRAL
2272	a bathroom with a toilet and a sink	a bathroom with a toilet and a trash can	0	NEUTRAL
2273	a double decker bus driving down a street	a double decker bus driving down a street	0	NEUTRAL
2274	a clock on the side of the street	a clock on the side of the street	0	NEUTRAL
2275	a stop sign is on the side of the road	a street sign on the side of the road	0	NEUTRAL
2276	a red and white bus driving down a street	a red and white bus driving down a street	0	NEUTRAL
2277	a woman is eating a doughnut in a restaurant	a woman is eating a doughnut in a restaurant	0	NEUTRAL
2278	a young boy is standing in the grass with a frisbee	a man is standing in the snow with a stop sign	0	NEUTRAL
2279	a bus is parked on the side of the road	a bus is parked on the side of the street	0	NEUTRAL
2280	a man holding a cell phone in his hand	a man holding a cell phone in his hand	0	NEUTRAL
2281	two baseball players standing on a baseball field	two baseball players standing on a baseball field	0	NEUTRAL
2282	a man holding a cell phone in his hand	a man holding a cell phone in his hand	0	NEUTRAL
2283	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
2284	a white bus is driving down the street	a white bus is driving down the street	0	NEUTRAL
2285	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
2286	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
2287	a room with a clock and a book shelf	a shelf with a clock and a book	0	NEUTRAL
2288	a street sign with a traffic light on it	a street sign with a traffic light on it	0	NEUTRAL
2289	a box filled with a variety of donuts	a box filled with a variety of donuts	0	NEUTRAL
2290	a traffic light on the side of the road	a traffic light on a city street with cars	0	NEUTRAL
2291	a plate of food that includes broccoli and meat	a plate of food that includes broccoli and meat	0	NEUTRAL
2292	a birthday cake with a UNK on top	a pair of scissors sitting on a table	0	NEUTRAL
2293	a man is standing in the grass with a frisbee	a man is throwing a frisbee in a park	0	NEUTRAL
2294	a car is stopped at a traffic light	a car is stopped at a traffic light	0	NEUTRAL
2295	a traffic light on a pole with a street sign on it	a street sign on a pole on a city street	0	NEUTRAL
2296	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
2297	a stop sign with a street sign on top of it	a stop sign with a street sign on top of it	0	NEUTRAL
2298	an airplane flying over a large building	a plane is flying over a large building	0	NEUTRAL
2299	a group of people standing in front of a train	a group of people standing in front of a train	0	NEUTRAL
2300	a passenger train that is pulling into a station	a passenger train that is pulling into a station	0	NEUTRAL
2301	a woman is playing tennis on a tennis court	a woman is playing tennis on a tennis court	0	NEUTRAL
2302	a city bus driving down the street	a city bus driving down the street	0	NEUTRAL
2303	a baseball glove with a baseball on top	a baseball glove with a baseball on top	0	NEUTRAL
2304	a train traveling down train tracks next to a building	a train traveling down train tracks next to a building	0	NEUTRAL
2305	a woman standing next to a stop sign	a man standing next to a stop sign	0	NEUTRAL
2306	a pile of luggage sitting on top of a wooden floor	a bunch of different types of food on a table	0	NEUTRAL
2307	a city street filled with lots of traffic	a street sign on a pole on a city street	0	NEUTRAL
2308	a street sign on a pole on a city street	a street sign on the corner of a street	0	NEUTRAL
2309	a sign that says UNK UNK UNK and UNK UNK	a sign that says UNK UNK UNK and UNK UNK	0	NEUTRAL
2310	a motorcycle parked on the side of a road	a person riding a motorcycle on a road	0	NEUTRAL
2311	a large clock on the side of a building	a large clock on the side of a building	0	NEUTRAL
2312	a man and a woman standing in a room	a man and a woman standing in a room	0	NEUTRAL
2313	a man riding a skateboard on a ramp	a man riding a skateboard on a ramp	0	NEUTRAL
2314	a stop sign with a street sign on top of it	a stop sign with a street sign on top of it	0	NEUTRAL
2315	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
2316	a man walking down a street next to a building	a man walking down a street next to a building	0	NEUTRAL
2317	a red double decker bus parked in a parking lot	a red double decker bus driving down a street	0	NEUTRAL
2318	a group of people sitting at a table	a group of people sitting at a table	0	NEUTRAL
2319	a stop sign and a street sign on a pole	a stop sign and a street sign on a pole	0	NEUTRAL
2320	a clock on the side of a building	a clock on the side of a building	0	NEUTRAL
2321	a red double decker bus driving down a street	a double decker bus driving down the street	0	NEUTRAL
2322	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
2323	a person is holding a doughnut in their hand	a person is holding a doughnut in their hand	0	NEUTRAL
2324	a bunch of bananas are sitting on a cart	a bunch of bananas are sitting on a cart	0	NEUTRAL
2325	a stop sign on the side of the road	a stop sign on the side of the road	0	NEUTRAL
2326	a train is traveling down the tracks in the country	a train is traveling down the tracks in a rural area	0	NEUTRAL
2327	a man holding a cell phone in his hand	a man holding a cell phone in his hand	0	NEUTRAL
2328	a large clock tower towering over a city	a large clock tower towering over a city	0	NEUTRAL
2329	a street sign on a pole in front of a building	a street sign on the side of a building	0	NEUTRAL
2330	a man holding a surfboard on top of a beach	a man holding a surfboard on top of a beach	0	NEUTRAL
2331	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
2332	a birthday cake with a UNK on top	a birthday cake with a UNK on it	0	NEUTRAL
2333	a microwave oven sitting on top of a counter	a microwave oven sitting on top of a counter	0	NEUTRAL
2334	a yellow fire hydrant is on a sidewalk	a yellow fire hydrant is on a sidewalk	0	NEUTRAL
2335	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
2336	an airplane sitting on the tarmac at an airport	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
2337	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
2338	a motorcycle parked on the side of a road	a motorcycle parked on the side of a road	0	NEUTRAL
2339	a group of remote controls sitting on top of a table	a group of remote controls sitting on top of a table	0	NEUTRAL
2340	a group of people standing on top of a snow covered slope	a group of people standing on top of a snow covered slope	0	NEUTRAL
2341	a black and white photo of a man and a woman	a black and white photo of a man and a woman	0	NEUTRAL
2342	a man holding a box of donuts in front of him	a man holding a box of donuts in front of him	0	NEUTRAL
2343	a traffic light on the side of the road	a traffic light on the side of the road	0	NEUTRAL
2344	a double decker bus parked in a parking lot	a double decker bus parked in a parking lot	0	NEUTRAL
2345	a sandwich on a plate with a drink	a sandwich on a plate with a drink	0	NEUTRAL
2346	a man holding a cell phone in his hand	a man holding a cell phone in his hand	0	NEUTRAL
2347	a plate of food and a cup of coffee	a plate of food and a cup of coffee	0	NEUTRAL
2348	a man standing in front of a train station	a man standing in front of a train station	0	NEUTRAL
2349	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
2350	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
2351	a man is holding a plate of food	a man is holding a plate of food	0	NEUTRAL
2352	a car parked in front of a stop sign	a car parked in front of a stop sign	0	NEUTRAL
2353	a train traveling down tracks next to a train station	a train traveling down tracks next to a train station	0	NEUTRAL
2354	a train traveling down a train track next to a building	a train traveling down a train track next to a building	0	NEUTRAL
2355	a remote control sitting on top of a table	a remote control sitting on top of a table	0	NEUTRAL
2356	a street with a street sign and a car driving down it	a street sign is on a pole on a street	0	NEUTRAL
2357	a laptop computer sitting on top of a table	a laptop computer sitting on top of a table	0	NEUTRAL
2358	a stop sign is shown in a UNK	a stop sign is shown in a UNK	0	NEUTRAL
2359	a large airplane sitting on top of an airport runway	a large airplane sitting on top of an airport runway	0	NEUTRAL
2360	a parking meter on the side of the road	a parking meter on a street next to a street	0	NEUTRAL
2361	a street light with a street sign on top of it	a street sign with a street light on it	0	NEUTRAL
2362	a laptop computer sitting on top of a wooden desk	a laptop computer sitting on top of a wooden desk	0	NEUTRAL
2363	a bunch of bananas on a table next to a bunch of bananas	a bunch of bananas on a table in a store	0	NEUTRAL
2364	two airplanes parked on a runway at an airport	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
2365	a street sign on the corner of a street	a stop sign on the corner of a street	0	NEUTRAL
2366	a birthday cake with a candle on it	a birthday cake with a candle on it	0	NEUTRAL
2367	a cup of coffee and a cake on a table	a cup of coffee and a doughnut on a table	0	NEUTRAL
2368	a small airplane sitting on top of a field	a small airplane sitting on top of a field	0	NEUTRAL
2369	a street sign on the side of the road	a street sign on the side of the road	0	NEUTRAL
2370	a young boy eating a slice of pizza	a young boy eating a slice of pizza	0	NEUTRAL
2371	a red double decker bus driving down a street	a double decker bus is parked on the street	0	NEUTRAL
2372	a bus is parked in a parking lot	a bus is parked in a parking lot	0	NEUTRAL
2373	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
2374	a group of people standing around a bus	a group of people standing around a bus	0	NEUTRAL
2375	a street sign on a pole in front of a building	a street sign on a pole on a street	0	NEUTRAL
2376	a person holding a doughnut in their hand	a person holding a doughnut in their hand	0	NEUTRAL
2377	a close up of two remote controls on a table	a group of remote controls sitting on a table	0	NEUTRAL
2378	a person on a skateboard on a street	a person on a skateboard on a ramp	0	NEUTRAL
2379	a kitchen with a stove and a refrigerator	a kitchen with a refrigerator and a stove	0	NEUTRAL
2380	a car parked in a parking lot next to a car	a car parked in a parking lot next to a car	0	NEUTRAL
2381	a person on a snowboard in the air	a person on a snowboard in the air	0	NEUTRAL
2382	a plate of food and a drink on a table	a plate of food and a drink on a table	0	NEUTRAL
2383	a man is holding a frisbee in his hand	a man in a baseball uniform holding a bat	0	NEUTRAL
2384	a picture of a tree in the middle of the street	a red stop sign sitting on the side of a road	0	NEUTRAL
2385	a dog is sitting in front of a plate of food	a dog sitting in front of a plate of food	0	NEUTRAL
2386	a woman is eating a doughnut with a cup of coffee	a woman is holding a doughnut in her hand	0	NEUTRAL
2387	a bunch of items that are on a table	a bunch of items that are on a table	0	NEUTRAL
2388	a person holding an umbrella in the rain	a woman holding an umbrella in front of a store	0	NEUTRAL
2389	a bus is driving down the street in front of a building	a city bus driving down a street next to a building	0	NEUTRAL
2390	a man is sitting on a red suitcase	a man is sitting on a red suitcase	0	NEUTRAL
2391	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
2392	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
2393	a man and a woman standing next to a stop sign	a couple of people standing next to a stop sign	0	NEUTRAL
2394	a man holding a red umbrella in front of a building	a man holding a red umbrella in front of a building	0	NEUTRAL
2395	a small boat in a body of water	a small boat in a body of water	0	NEUTRAL
2396	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
2397	a street scene with cars and people on the street	a man is walking down the street in front of a car	0	NEUTRAL
2398	a plate with a sandwich and a salad	a plate with a sandwich and a salad	0	NEUTRAL
2399	a black and white photo of a city street	a black and white photo of a city street	0	NEUTRAL
2400	a man is holding a cell phone to his ear	a man is holding a cell phone to his ear	0	NEUTRAL
2401	a stop sign on the beach with a dog in the background	a stop sign on the side of the road	0	NEUTRAL
2402	a bird is sitting on a bench in a park	a bird is sitting on a bench in a park	0	NEUTRAL
2403	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
2404	a red and yellow train is on the tracks	a red train is on a train track	0	NEUTRAL
2405	a street sign on a pole on a city street	a street sign on a pole on a city street	0	NEUTRAL
2406	a man riding skis down a snow covered slope	a man riding skis down a snow covered slope	0	NEUTRAL
2407	a man is doing a trick on a skateboard	a man is doing a trick on a skateboard	0	NEUTRAL
2408	a cat laying on top of a bed with a blanket	a cat laying on top of a bed with a blanket	0	NEUTRAL
2409	a man sitting on the back of a bus	a man sitting on the back of a bus	0	NEUTRAL
2410	a man with a hat and a tie on	a man in a suit and tie standing next to a woman	0	NEUTRAL
2411	a street sign is on the side of a pole	a street sign is on the side of a pole	0	NEUTRAL
2412	a white and blue bus with a sign on it	a white and blue bus with a sign on it	0	NEUTRAL
2413	a bunch of umbrellas that are in a building	a group of people standing in a market area	0	NEUTRAL
2414	a woman sitting on a bench with a dog	a woman sitting on a bench with a dog	0	NEUTRAL
2415	a traffic light on a city street with a building in the background	a traffic light on a city street with a building in the background	0	NEUTRAL
2416	a laptop computer sitting on top of a bed	a laptop computer sitting on top of a bed	0	NEUTRAL
2417	a yellow fire hydrant sitting on the side of a road	a yellow fire hydrant sitting on the side of a road	0	NEUTRAL
2418	a red and white bus parked in front of a building	a red and white bus parked in front of a building	0	NEUTRAL
2419	a group of planes flying in the sky	a group of planes flying in formation in the sky	0	NEUTRAL
2420	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
2421	a group of buses parked in a parking lot	a group of buses parked in a parking lot	0	NEUTRAL
2422	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
2423	a large truck with a UNK on the back	a large truck with a trailer attached to it	0	NEUTRAL
2424	a street sign on a city street	a building with a sign on it	0	NEUTRAL
2425	a refrigerator with a bunch of magnets on it	a refrigerator with a lot of magnets on it	0	NEUTRAL
2426	a kitchen with a stove and a microwave	a kitchen with a stove and a microwave	0	NEUTRAL
2427	a city street filled with lots of traffic	a city street filled with lots of traffic	0	NEUTRAL
2428	a red double decker bus parked in a parking lot	a red double decker bus parked in a parking lot	0	NEUTRAL
2429	a bus is parked in a parking lot	a bus is parked in a parking lot	0	NEUTRAL
2430	a person holding a cell phone in their hand	a person holding a cell phone in their hand	0	NEUTRAL
2431	a man is preparing food in a kitchen	a man is preparing food in a kitchen	0	NEUTRAL
2432	a couple of giraffe standing next to each other	a couple of giraffe standing next to each other	0	NEUTRAL
2433	a white cake with white frosting on a white plate	a white cake with white frosting on a white plate	0	NEUTRAL
2434	a truck is driving down the street in front of a building	a truck is driving down the street in front of a building	0	NEUTRAL
2435	a man standing on a tennis court holding a racquet	a man standing on a tennis court holding a racquet	0	NEUTRAL
2436	a sign that says UNK UNK on the side of it	a sign that says UNK UNK on the side of it	0	NEUTRAL
2437	a little girl holding a doughnut in her hand	a little girl is holding a donut with sprinkles	0	NEUTRAL
2438	two clocks on a wall with a clock on the wall	two clocks on a wall with a building in the background	0	NEUTRAL
2439	a woman is playing tennis on a tennis court	a woman is playing tennis on a tennis court	0	NEUTRAL
2440	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
2441	a red truck parked in a parking lot	a red truck parked in a parking lot	0	NEUTRAL
2442	a group of people riding horses on a track	a group of people riding horses on a field	0	NEUTRAL
2443	a street sign is on the side of a street	a street sign on the side of the road	0	NEUTRAL
2444	a cup of coffee sitting on top of a desk	a cup of coffee sitting on top of a desk	0	NEUTRAL
2445	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
2446	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
2447	a red stop sign sitting on the side of a road	a stop sign is on the side of the road	0	NEUTRAL
2448	a street sign is on the side of a building	a sign that says UNK UNK on the side of it	0	NEUTRAL
2449	a train is on the tracks near a building	a train on a track near a building	0	NEUTRAL
2450	a man is doing a trick on a skateboard	a man is doing a trick on a skateboard	0	NEUTRAL
2451	a stop sign with a street sign on top of it	a street sign is shown in front of a building	0	NEUTRAL
2452	an airplane sitting on top of an airport runway	an airplane sitting on top of an airport runway	0	NEUTRAL
2453	a street sign on a pole on a street	a street sign on a pole on a street	0	NEUTRAL
2454	a sandwich and a drink on a table	a sandwich and a drink on a table	0	NEUTRAL
2455	a red double decker bus driving down a street	a double decker bus is parked on the street	0	NEUTRAL
2456	a baseball player holding a bat on a field	a baseball player holding a bat on a field	0	NEUTRAL
2457	a couple of people standing next to a stop sign	a couple of people standing next to a stop sign	0	NEUTRAL
2458	a car is parked on the side of the street	a car is parked on the side of the street	0	NEUTRAL
2459	a truck is parked on the side of the street	a truck is parked on the side of the street	0	NEUTRAL
2460	a sign that says UNK UNK on the side of it	a sign that says UNK UNK UNK and UNK	0	NEUTRAL
2461	a man holding a stop sign in front of a building	a man holding a stop sign in front of a building	0	NEUTRAL
2462	a toothbrush is sitting on a sink	a toothbrush is sitting on a sink in a bathroom	0	NEUTRAL
2463	a traffic light on a city street at night	a traffic light on a city street at night	0	NEUTRAL
2464	a person sitting on a bed with a laptop	a woman sitting on a bed with a laptop	0	NEUTRAL
2465	a bus is parked on the side of the road	a bus is parked on the side of the road	0	NEUTRAL
2466	a white toilet sitting in the corner of a room	a white toilet sitting in the corner of a room	0	NEUTRAL
2467	a bus is parked on the side of the street	a red and white bus parked in front of a building	0	NEUTRAL
2468	a woman and a man standing in a kitchen preparing food	a woman and a man standing in a kitchen preparing food	0	NEUTRAL
2469	a traffic light on a city street with a building in the background	a street sign on the side of the road	0	NEUTRAL
2470	two planes flying in the sky in the sky	two planes flying in the sky in the sky	0	NEUTRAL
2471	a bus is parked on the side of the road	a bus is parked on the side of the road	0	NEUTRAL
2472	a group of people standing in front of a bus	a group of people standing in front of a bus	0	NEUTRAL
2473	a woman holding a cell phone in her hand	a woman holding a cell phone in her hand	0	NEUTRAL
2474	a red and white bus parked in a parking lot	a red and white bus parked in a parking lot	0	NEUTRAL
2475	a young girl is holding a baseball bat	a young girl is holding a baseball bat	0	NEUTRAL
2476	a row of surfboards sitting on top of a wooden floor	a group of surfboards sitting on top of a wooden floor	0	NEUTRAL
2477	a dog sitting on a chair in a room	a dog sitting on a chair in a room	0	NEUTRAL
2478	a man and a woman standing in front of a tv	a man and a woman standing in front of a tv	0	NEUTRAL
2479	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
2480	a stop sign is on the side of the road	a red stop sign sitting on the side of a road	0	NEUTRAL
2481	a stop sign on the side of the road	a stop sign on the side of the road	0	NEUTRAL
2482	a group of young children playing a game of soccer	a group of young children playing a game of soccer	0	NEUTRAL
2483	a kitchen counter with a pan of food	a kitchen counter with a pan of food	0	NEUTRAL
2484	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
2485	a passenger train that is pulling into a station	a passenger train that is pulling into a station	0	NEUTRAL
2486	a large truck is parked in a parking lot	a large truck is parked in a parking lot	0	NEUTRAL
2487	a white toilet sitting in the middle of a street	a white toilet sitting in the middle of a street	0	NEUTRAL
2488	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
2489	a red stop sign sitting on the side of a road	a red stop sign sitting on the side of a road	0	NEUTRAL
2490	a woman is playing tennis on a tennis court	a woman is playing tennis on a tennis court	0	NEUTRAL
2491	a red truck parked in front of a building	a red truck parked in front of a building	0	NEUTRAL
2492	a clock on a wall in a room	a statue of a man on a clock on a brick wall	0	NEUTRAL
2493	a group of people walking down a street holding umbrellas	a group of people walking down a street holding umbrellas	0	NEUTRAL
2494	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
2495	a close up of a plate of doughnuts	a bunch of doughnuts are on a table	0	NEUTRAL
2496	a cell phone sitting on a table next to a cell phone	a cell phone sitting on a table next to a cell phone	0	NEUTRAL
2497	a clock on the side of a building	a clock on the side of a building	0	NEUTRAL
2498	a group of street signs on a pole	a group of street signs on a pole	0	NEUTRAL
2499	a large jetliner sitting on top of an airport runway	a large jetliner sitting on top of an airport runway	0	NEUTRAL
2500	a traffic light on a city street at night	a traffic light on a city street at night	0	NEUTRAL
2501	a sandwich and a drink on a table	a sandwich and a drink on a table	0	NEUTRAL
2502	a man walking down a street next to a tall building	a man walking down a street next to a building	0	NEUTRAL
2503	an old truck is parked in a parking lot	an old truck is parked in a parking lot	0	NEUTRAL
2504	a group of stuffed animals sitting on top of a wooden bench	a group of stuffed animals sitting on top of a bench	0	NEUTRAL
2505	an airplane is parked on a runway in the sun	an airplane is parked on a runway in the sun	0	NEUTRAL
2506	a man standing in front of a refrigerator	a man standing in front of a refrigerator	0	NEUTRAL
2507	a table topped with lots of different cakes	a table topped with lots of different cakes	0	NEUTRAL
